,OrdereinstellungenAnzahl,GeschaefteAnzahl,GeschaefteKurswert,OrderloeschungenAnzahl,OrderaenderungenAnzahl,KurswertMedian,OrdereinstellungenWertMedian,MarketMakerAnzahl,ISIN,date
489,2,2,3049.96,0,0,2050.0,5000,1,DE000LS53YL0,2020-12-01
490,1,1,82.056,0,0,82.056,312,1,CA22289X1033,2020-12-01
493,278,34,252341.07,0,0,1799.7,132,1,GB0002875804,2020-12-01
496,1,1,966.0,0,0,966.0,30,1,US1033041013,2020-12-01
497,7,3,4726.7,0,0,1525.2,1,1,DE000LS8JJ89,2020-12-01
501,154,2,22159.2,0,0,15000.0,0,1,DE000A1K0201,2020-12-01
502,64,13,56622.83,0,0,1490.0,77,1,DE000LS8J943,2020-12-01
503,5,1,306.912,0,0,306.912,200,1,DE000A0F5UG3,2020-12-01
504,3,2,2633.5,0,0,2290.0,2000,1,CA59126M1068,2020-12-01
508,4,2,2998.25,0,0,2008.0,50,1,FR0000121501,2020-12-01
512,2,1,660.0,0,0,660.0,2000,1,DE000LS8D7B5,2020-12-01
514,9,1,2620.8,0,0,2620.8,187,1,DE000ETFL284,2020-12-01
515,16,1,270.2,0,0,270.2,3000,1,CA0765881028,2020-12-01
517,2,1,2021.0,0,0,2021.0,1000,1,IT0005252140,2020-12-01
519,62,3,6317.0,0,0,2275.0,250,1,US1897631057,2020-12-01
521,187,25,354422.64,0,0,2012.0,10,1,DE000A0F5UF5,2020-12-01
522,15,6,266444.175,0,0,5485.5,165,1,IE00B945VV12,2020-12-01
523,2,1,175.75,0,0,175.75,190,1,US82655M1071,2020-12-01
525,26,1,748.824,0,0,748.824,0,1,LU1769088581,2020-12-01
526,18,3,4613.44,0,0,1547.04,1200,1,AU000000SYR9,2020-12-01
527,621,11,57080.464,0,0,2567.2,1000,1,US6745991058,2020-12-01
528,360,32,377216.0,0,0,5002.2,175,1,DE000PAH0038,2020-12-01
529,5,1,640.16,0,0,640.16,8,1,US4180561072,2020-12-01
531,201,6,20955.0,0,0,4515.0,1000,1,CA64112G1054,2020-12-01
532,1,1,1495.0,0,0,1495.0,650,1,DE000LS72JG1,2020-12-01
533,13,3,12243.52,0,0,5719.0,85,1,DE000A0F5UE8,2020-12-01
534,8,1,2190.6,0,0,2190.6,10,1,US67020Y1001,2020-12-01
535,101,3,40177.575,0,0,5580.0,1,1,US0076243072,2020-12-01
538,5,1,7.562,0,0,7.562,1,1,HK0000271764,2020-12-01
540,2,1,4402.8,0,0,4402.8,40,1,DE000LS9HNW7,2020-12-01
542,106,11,31202.44,0,0,1965.0,1,1,DE000LS77HU5,2020-12-01
543,125,21,53838.13,0,0,2173.73,11,1,US70614W1009,2020-12-01
544,73,9,99622.5,0,0,14256.0,3,1,DE0007480204,2020-12-01
545,18,1,2071.0,0,0,2071.0,950,1,US36117V1052,2020-12-01
546,11,1,842.288,0,0,842.288,0,1,LU1659681669,2020-12-01
547,1,1,1065.2,0,0,1065.2,10,1,DE000A2AQ952,2020-12-01
549,5,3,877.0,0,0,156.0,100,1,DE000LS764Q3,2020-12-01
550,87,8,46522.595,0,0,2109.75,200,1,IE00B57X3V84,2020-12-01
551,3,1,4610.65,0,0,4610.65,0,1,DE000LS9PVN2,2020-12-01
552,1,1,492.0,0,0,492.0,150,1,US8784091014,2020-12-01
554,2,1,1270.0,0,0,1270.0,1000,1,DE000LS78KY9,2020-12-01
555,1,1,312.8,0,0,312.8,100,1,GB00B60BD277,2020-12-01
556,4,2,22400.0,0,0,11400.0,20000,1,DE000LS8N4N5,2020-12-01
557,2,2,11482.2,0,0,10593.0,60,1,DE000LS9QHP4,2020-12-01
559,5,2,5239.5,0,0,3172.5,65,1,IE00B1W57M07,2020-12-01
561,2,2,1087.0,0,0,1020.0,1500,1,DE000LS77Z53,2020-12-01
562,1,1,257.85,0,0,257.85,1,1,DE000LS9HNU1,2020-12-01
563,13,7,151006.103,0,0,23863.848,220,1,LU0480132876,2020-12-01
565,9,2,1085.2,0,0,902.0,50,1,DE000A0STSQ8,2020-12-01
567,51,3,2339.0,0,0,560.0,700,1,DE000LS8M1H4,2020-12-01
570,11,1,3456.0,0,0,3456.0,300,1,IE00B0M63516,2020-12-01
572,146,19,51925.85,0,0,2260.0,200,1,US60879B1070,2020-12-01
573,2,1,220.5,0,0,220.5,450,1,DE000LS7AW25,2020-12-01
574,5,1,1681.2,0,0,1681.2,700,1,HK0270001396,2020-12-01
575,9,1,960.75,0,0,960.75,549,1,DE000LS7P090,2020-12-01
576,53,1,9950.2,0,0,9950.2,0,1,CH0014852781,2020-12-01
577,76,18,22426.33,0,0,1188.0,1,1,DE000LS77HS9,2020-12-01
579,213,17,51669.2,0,0,2091.0,1,1,NL0012817175,2020-12-01
581,103,7,19690.48,0,0,1952.28,0,1,AT0000743059,2020-12-01
586,156,6,5406.7,0,0,624.0,1,1,US60855D1019,2020-12-01
587,191,3,6788.8,0,0,867.0,64,1,US45773H2013,2020-12-01
590,3,1,1197.6,0,0,1197.6,8,1,FR0011660927,2020-12-01
591,20,6,8737.8,0,0,1542.0,300,1,DE000LS77HT7,2020-12-01
592,257,13,112409.14,0,0,1948.76,1,1,US2561631068,2020-12-01
593,20,1,5260.45,0,0,5260.45,65,1,US7607591002,2020-12-01
594,1,1,2430.0,0,0,2430.0,3000,1,DE000LS8GA73,2020-12-01
597,13,4,19212.64,0,0,4825.26,30,1,DE000LS9QHL3,2020-12-01
598,2,1,41.095,0,0,41.095,1,1,IE00B296QM64,2020-12-01
599,275,40,781730.535,0,0,6713.3,51,1,FR0000120271,2020-12-01
600,74,12,58672.604,0,0,1399.16,60,1,US35671D8570,2020-12-01
601,2,1,4821.74,0,0,4821.74,2222,1,DE000LS7P074,2020-12-01
602,148,16,76411.26,0,0,1791.4,0,1,DE000A0LAUP1,2020-12-01
603,258,1,470.16,0,0,470.16,0,1,JP3435000009,2020-12-01
604,3,2,2500.0,0,0,1255.2,200,1,US14817C1071,2020-12-01
606,18,6,28236.0,0,0,4716.0,1200,1,ES0113211835,2020-12-01
610,57,7,19709.9,0,0,2002.6,18,1,US1101221083,2020-12-01
612,7,2,4226.8,0,0,3796.8,50,1,DE000LS74PJ8,2020-12-01
613,1,1,102.55,0,0,102.55,2930,1,DE000LS8N4J3,2020-12-01
614,245,16,323546.17,0,0,16516.0,1,1,IE00BM67HT60,2020-12-01
615,13,1,3510.0,0,0,3510.0,300,1,US29428V1044,2020-12-01
616,1,1,294.0,0,0,294.0,600,1,DE000LS8GA81,2020-12-01
617,6,1,140.7,0,0,140.7,1,1,CA71678B1076,2020-12-01
619,225,9,21213.7,0,0,1900.0,1,1,DE000LS77HR1,2020-12-01
620,66,6,7293.5,0,0,1620.0,7500,1,DE000LS7Q2Z1,2020-12-01
622,16,3,846.2,0,0,319.16,1,1,US1651677437,2020-12-01
623,1,1,398.75,0,0,398.75,275,1,DE000LS8EL31,2020-12-01
624,19,1,527.04,0,0,527.04,300,1,US92332W1053,2020-12-01
628,6,1,13020.0,0,0,13020.0,3000,1,US91705J1051,2020-12-01
629,5,1,9975.0,0,0,9975.0,7500,1,DE000LS73MD0,2020-12-01
631,1899,98,1504031.71,0,0,5735.0,50,1,DE0007100000,2020-12-01
632,5,1,1079.5,0,0,1079.5,10,1,JP3734800000,2020-12-01
633,10,5,7665.5,0,0,922.5,150,1,US9108734057,2020-12-01
635,56,9,280795.902,0,0,3642.48,500,1,IE00BF4RFH31,2020-12-01
636,5,2,3649.0,0,0,3330.0,1,1,DE000LS8H368,2020-12-01
637,6,1,213.824,0,0,213.824,13,1,IE00BCHWNS19,2020-12-01
639,2,1,720.0,0,0,720.0,2000,1,DE000LS6V7N0,2020-12-01
640,3,2,1070.0,0,0,963.0,5,1,JP3399310006,2020-12-01
641,9,5,1018.3,0,0,130.5,200,1,DE000LS8PL12,2020-12-01
642,20,1,2394.0,0,0,2394.0,2150,1,CA64072V1004,2020-12-01
643,1,1,422.52,0,0,422.52,7,1,LU1589349734,2020-12-01
644,1,1,138.5,0,0,138.5,50,1,DE000LS7P058,2020-12-01
645,3,1,876.78,0,0,876.78,6,1,DE000A1EK3B8,2020-12-01
646,6,3,1602.0,0,0,436.0,1000,1,DE000LS73ME8,2020-12-01
647,4,1,5007.2,0,0,5007.2,55,1,US7782961038,2020-12-01
648,1,1,316.75,0,0,316.75,175,1,DE000LS8EL15,2020-12-01
651,36,3,988.75,0,0,327.0,805,1,CNE100001TJ4,2020-12-01
652,41,10,28087.65,0,0,2913.75,90,1,CH0244767585,2020-12-01
653,3,1,398.0,0,0,398.0,10,1,US5341871094,2020-12-01
654,5,2,2565.82,0,0,2455.64,10,1,LU2082998167,2020-12-01
655,2,1,488.22,0,0,488.22,315,1,DE000LS8CE65,2020-12-01
656,1,1,5878.95,0,0,5878.95,2545,1,DE000LS8M0P9,2020-12-01
658,56,12,45838.35,0,0,2730.0,70,1,DE0006084403,2020-12-01
660,123,4,24387.354,0,0,7741.8,0,1,JP3866800000,2020-12-01
661,12,2,4640.0,0,0,3450.0,1,1,US4441441098,2020-12-01
662,1,1,1644.0,0,0,1644.0,600,1,DE000LS8J8J0,2020-12-01
663,14,5,12248.75,0,0,558.84,4,1,DE000LS9PUT1,2020-12-01
664,5,1,1285.0,0,0,1285.0,500,1,DE000LS15EA4,2020-12-01
665,1,1,62.45,0,0,62.45,5,1,LU2023678449,2020-12-01
674,11,1,3120.0,0,0,3120.0,400,1,US37733W1053,2020-12-01
675,20,2,4832.67,0,0,2499.42,462,1,DE000LS8DY94,2020-12-01
677,1,1,780.0,0,0,780.0,1000,1,DE000LS7L446,2020-12-01
678,2,1,248.4,0,0,248.4,60,1,DE000LS7A3T0,2020-12-01
679,130,3,2783.03,0,0,374.472,400,1,US0374111054,2020-12-01
680,5,1,1935.84,0,0,1935.84,7,1,DE000LS9L8E6,2020-12-01
681,45,4,136544.3,0,0,2600.0,500,1,US90138F1021,2020-12-01
682,47,1,27230.0,0,0,27230.0,1,1,FR0000120172,2020-12-01
685,21,3,8213.52,0,0,2800.0,2500,1,DE000LS8MS26,2020-12-01
686,3,1,3667.6,0,0,3667.6,40,1,US2567461080,2020-12-01
691,2,1,2317.5,0,0,2317.5,2575,1,DE000LS8D6V5,2020-12-01
692,14,5,3130.5,0,0,325.5,150,1,DE000LS8J8H4,2020-12-01
695,1,1,3400.0,0,0,3400.0,2000,1,DE000LS8CE57,2020-12-01
696,3,1,4150.0,0,0,4150.0,0,1,DE000LS8MS34,2020-12-01
697,4,1,3039.3,0,0,3039.3,26,1,US0865161014,2020-12-01
698,3,2,11310.0,0,0,10300.0,10,1,US8030542042,2020-12-01
699,566,103,392790.77,0,0,2327.5,600,1,DE000LS8PK88,2020-12-01
700,1,1,160.0,0,0,160.0,400,1,DE000LS8C3P5,2020-12-01
702,28,3,2515.85,0,0,972.0,200,1,DE000LS77XX6,2020-12-01
706,165,24,314164.6,0,0,3088.5,5,1,US4592001014,2020-12-01
707,154,16,449347.22,0,0,12735.36,200,1,LU0274211480,2020-12-01
708,1,1,1492.5,0,0,1492.5,25,1,CH0024666528,2020-12-01
709,35,2,1965.64,0,0,1920.0,1,1,CA68621R1064,2020-12-01
710,11,4,7306.4,0,0,1763.4,6,1,CH0311864901,2020-12-01
711,1,1,2360.0,0,0,2360.0,20,1,IE0004906560,2020-12-01
713,1,1,387.0,0,0,387.0,300,1,US1686151028,2020-12-01
715,1,1,1282.5,0,0,1282.5,450,1,DE000LS6UV72,2020-12-01
716,10,4,2211.6,0,0,436.6,500,1,DE000LS7L438,2020-12-01
717,4,2,6105.18,0,0,3810.9,4,1,DE000LS9AZF1,2020-12-01
719,3,1,1200.0,0,0,1200.0,10000,1,DE000LS8PK96,2020-12-01
723,2158,137,1273849.695,0,0,2849.0,60,1,GB0007980591,2020-12-01
724,123,10,10854.0,0,0,1131.0,300,1,DE000LS8M0M6,2020-12-01
725,1,1,37.8,0,0,37.8,30,1,US51817R1068,2020-12-01
726,8,4,5996.5,0,0,1840.0,1000,1,DE000LS77XZ1,2020-12-01
727,2,1,247.6,0,0,247.6,20,1,CA05156V1022,2020-12-01
728,203,24,97966.32,0,0,1560.4,4,1,CH0126881561,2020-12-01
729,8,2,4886.5,0,0,3586.5,4782,1,DE000LS76UW6,2020-12-01
731,21,7,8604.0,0,0,910.0,200,1,DE000LS8NE05,2020-12-01
732,6,4,2595.35,0,0,148.35,115,1,DE000LS8C3N0,2020-12-01
733,35,1,9200.0,0,0,9200.0,1,1,DE000LS7WE13,2020-12-01
734,77,18,58222.0,0,0,2920.0,1000,1,DE000LS8PK62,2020-12-01
736,2,1,1245.0,0,0,1245.0,150,1,US81734P2065,2020-12-01
737,6,1,1170.0,0,0,1170.0,1,1,US02155X1063,2020-12-01
739,2,1,2850.0,0,0,2850.0,1500,1,DE000LS7X730,2020-12-01
740,9,4,49869.59,0,0,11544.12,63,1,IE00B1FZS798,2020-12-01
743,2,1,2436.0,0,0,2436.0,1200,1,DE000LS75S21,2020-12-01
744,8,3,2406.0,0,0,800.0,10,1,US8982021060,2020-12-01
745,2,2,2151.5,0,0,1395.0,750,1,DE000LS8FN95,2020-12-01
746,3,2,1218.15,0,0,867.75,160,1,DE000LS77XW8,2020-12-01
747,4,1,7209.0,0,0,7209.0,1068,1,US74017N1054,2020-12-01
749,2,1,465.28,0,0,465.28,8,1,US78467J1007,2020-12-01
750,8,2,4970.0,0,0,2496.0,1000,1,US38068T1051,2020-12-01
751,35,14,45692.6,0,0,1488.0,500,1,DE000LS8PK70,2020-12-01
752,9,1,482.8,0,0,482.8,1700,1,CA84730M1023,2020-12-01
754,9,3,6928.01,0,0,138.825,2,1,LU0322252171,2020-12-01
757,2,2,376.5,0,0,188.4,30,1,DE000LS7H8F1,2020-12-01
760,10,1,1644.6,0,0,1644.6,1000,1,CA6752221037,2020-12-01
766,8,2,853.046,0,0,525.6,400,1,US98420U7037,2020-12-01
767,1,1,1020.2,0,0,1020.2,10,1,DE000ETFL177,2020-12-01
768,3,1,1640.0,0,0,1640.0,4000,1,CA60254C1005,2020-12-01
770,15,3,15616.78,0,0,3032.82,63,1,DE000A0Q4R28,2020-12-01
772,1,1,125.79,0,0,125.79,3,1,LU0496786905,2020-12-01
773,1,1,1337.22,0,0,1337.22,646,1,DE000LS70TQ3,2020-12-01
777,39,9,54665.65,0,0,3520.95,15,1,CH0454664027,2020-12-01
778,18,3,9378.6,0,0,3820.0,47,1,US91529Y1064,2020-12-01
779,21,2,24205.59,0,0,16173.0,149,1,LU1437018838,2020-12-01
780,3,1,19652.6,0,0,19652.6,1,1,IE00BKWQ0K51,2020-12-01
782,4,1,7921.0,0,0,7921.0,100,1,DE000ETFL185,2020-12-01
783,1,1,550.0,0,0,550.0,50,1,DE000LS7GX51,2020-12-01
784,166,9,65349.01,0,0,700.88,40,1,DE000A0Q4R36,2020-12-01
785,19,10,443760.14,0,0,32578.0,600,1,IE00BCRY6557,2020-12-01
786,9,1,307.192,0,0,307.192,124,1,LU1900066462,2020-12-01
789,2,1,22.125,0,0,22.125,375,1,CA98421Y2096,2020-12-01
790,57,16,122426.145,0,0,3118.0,50,1,IE00BQQP9F84,2020-12-01
791,26,2,4595.5,0,0,2777.5,100,1,US81761L1026,2020-12-01
793,7,3,8648.45,0,0,1790.4,6,1,LU1602144229,2020-12-01
796,16,3,13159.75,0,0,4042.5,156,1,US48576U1060,2020-12-01
799,5,3,21299.16,0,0,2582.1,150,1,DE000A0Q4R44,2020-12-01
800,1,1,17354.96,0,0,17354.96,68,1,DE000LS9MLR1,2020-12-01
801,14,1,4.2,0,0,4.2,10,1,LU0914713705,2020-12-01
803,16,1,7020.0,0,0,7020.0,160,1,US4571871023,2020-12-01
804,64,11,20486.3,0,0,1316.0,480,1,DE000LS8MB90,2020-12-01
805,11,4,13956.79,0,0,4210.5,150,1,US1011371077,2020-12-01
806,36,10,22270.273,0,0,1696.85,18,1,CH0454664043,2020-12-01
808,5,1,36.19,0,0,36.19,11,1,DE000LS692P8,2020-12-01
809,83,20,61588.28,0,0,786.0,1,1,DE000LS8N3Y4,2020-12-01
810,24,2,2635.82,0,0,2134.2,1,1,NL0009434992,2020-12-01
812,28,15,277413.5,0,0,18494.82,111,1,US92345Y1064,2020-12-01
813,4,1,41.88,0,0,41.88,185,1,LU1931975079,2020-12-01
815,2,2,908.8,0,0,556.8,640,1,DE000LS8JJ30,2020-12-01
817,6,1,1100.0,0,0,1100.0,100,1,US75574U1016,2020-12-01
818,6,2,6891.5,0,0,5817.5,25,1,US98954M2008,2020-12-01
819,3,3,8108.29,0,0,3777.4,20,1,DE000LS9BLR4,2020-12-01
820,101,11,42760.22,0,0,1868.4,1,1,CA0641491075,2020-12-01
822,8,1,1495.32,0,0,1495.32,27,1,GB0000456144,2020-12-01
825,62,15,63146.519,0,0,3799.4,100,1,IE00B4NCWG09,2020-12-01
827,6,1,993.0,0,0,993.0,75,1,GRS496003005,2020-12-01
829,5,2,11712.0,0,0,9376.0,16,1,GR0138013793,2020-12-01
830,1806,66,1088692.776,0,0,5370.0,2349,1,DE000CBK1001,2020-12-01
831,1,1,71.24,0,0,71.24,52,1,DE000LS7V171,2020-12-01
833,1,1,145.5,0,0,145.5,30,1,DE000LS69TN2,2020-12-01
835,2,1,1930.16,0,0,1930.16,4,1,DE000LS9PUY1,2020-12-01
837,181,21,51927.78,0,0,1244.76,100,1,US56585W4015,2020-12-01
839,128,21,112704.21,0,0,2600.0,230,1,DE000LS8N3W8,2020-12-01
840,1,1,2745.75,0,0,2745.75,25,1,DE000LS9PDX9,2020-12-01
841,3,3,32924.49,0,0,1460.13,7,1,DE000LS9BLQ6,2020-12-01
842,721,4,31800.0,0,0,8070.0,1500,1,DE000LS8M0T1,2020-12-01
843,302,43,70779.65,0,0,1250.0,200,1,DE000LS8N481,2020-12-01
844,25,5,45438.62,0,0,4984.83,9,1,IE00B6R52259,2020-12-01
847,3,1,1695.0,0,0,1695.0,42,1,DE000LS8MB82,2020-12-01
849,4,1,39.9,0,0,39.9,133,1,GB00B5LJSC86,2020-12-01
850,4,1,2280.0,0,0,2280.0,1000,1,DE000LS5R199,2020-12-01
851,1,1,424.0,0,0,424.0,20,1,US92763W1036,2020-12-01
853,188,41,55666.61,0,0,648.0,200,1,DE000LS8N499,2020-12-01
855,2,2,1374.384,0,0,1265.058,81,1,LU0292106167,2020-12-01
856,2,1,4200.0,0,0,4200.0,1000,1,KYG370921069,2020-12-01
857,1,1,13660.0,0,0,13660.0,2000,1,DE000LS8MS91,2020-12-01
859,22,10,26116.0,0,0,1614.0,500,1,DE000LS8N3X6,2020-12-01
860,2,1,89.2,0,0,89.2,2,1,JP3397200001,2020-12-01
862,19,1,1833.0,0,0,1833.0,115,1,DE000LS8MB58,2020-12-01
863,4,3,750.15,0,0,298.52,10,1,DE000A0Q4R02,2020-12-01
865,4,1,912.92,0,0,912.92,1,1,DE000LS9PUW5,2020-12-01
868,10,5,14262.9,0,0,2430.0,960,1,DE000LS8MS67,2020-12-01
870,7,1,24950.0,0,0,24950.0,500,1,US09260D1072,2020-12-01
871,50,7,69925.4,0,0,5562.0,150,1,DE000LS8N465,2020-12-01
872,2,2,17094.36,0,0,15720.96,512,1,IE00BK5BQX27,2020-12-01
873,1,1,1020.0,0,0,1020.0,2000,1,DE000LS70CJ4,2020-12-01
874,10,1,11130.0,0,0,11130.0,40000,1,DE000LS8N3U2,2020-12-01
875,9,1,654.5,0,0,654.5,11,1,US9254581013,2020-12-01
876,158,6,54005.6,0,0,8976.8,0,1,DE0007571424,2020-12-01
877,24,4,49492.2,0,0,4238.93,4847,1,IE00BD1F4N50,2020-12-01
878,1,1,1126.32,0,0,1126.32,6,1,DE000LS9L8H9,2020-12-01
880,172,18,161623.14,0,0,3150.5,1,1,US7475251036,2020-12-01
881,398,29,61233.81,0,0,1129.0,150,1,NO0003067902,2020-12-01
882,370,29,478957.1,0,0,2982.1,15,1,DE000A1EWWW0,2020-12-01
884,1,1,135.0,0,0,135.0,90,1,DE000LS8CE99,2020-12-01
885,146,3,13238.0,0,0,3025.0,0,1,CA13515Q1037,2020-12-01
886,16,3,11181.55,0,0,2958.04,4,1,DE000LS9J2C7,2020-12-01
888,56862,3286,35804042.16,0,0,4741.6,30,1,US60770K1079,2020-12-01
890,5,2,2082.5,0,0,1270.0,250,1,DE000LS8N3V0,2020-12-01
891,164,5,13363.0,0,0,3015.0,0,1,DE0006046113,2020-12-01
892,6,3,975.3,0,0,139.95,280,1,DE000LS8M0S3,2020-12-01
893,12,3,5809.6,0,0,1677.0,1000,1,DE000LS8N473,2020-12-01
895,2,1,8941.8,0,0,8941.8,30,1,DE000LS9BPD5,2020-12-01
896,324,30,89246.7,0,0,1385.0,36,1,US48138M1053,2020-12-01
898,372,25,152918.0,0,0,3855.0,15,1,US8334451098,2020-12-01
900,6397,399,1937685.305,0,0,2250.0,600,1,NO0010081235,2020-12-01
901,16,1,1379.75,0,0,1379.75,70,1,US90214J1016,2020-12-01
902,5,1,184.5,0,0,184.5,1,1,CA75525M1095,2020-12-01
904,1,1,2384.0,0,0,2384.0,80,1,JP3635000007,2020-12-01
905,107,6,13341.34,0,0,1739.2,0,1,DE0005659700,2020-12-01
906,4,1,4540.0,0,0,4540.0,55,1,US0088751062,2020-12-01
907,41,4,30040.0,0,0,8940.0,200,1,DE000A0XYG76,2020-12-01
908,70,2,10504.0,0,0,5276.0,400,1,DE000LS8FA74,2020-12-01
909,2,1,1806.54,0,0,1806.54,7,1,FR0010296061,2020-12-01
910,114,5,14457.1,0,0,3205.2,70,1,US4878361082,2020-12-01
911,6,1,1184.4,0,0,1184.4,140,1,DE000LS8N7L2,2020-12-01
912,213,22,128134.51,0,0,4338.75,150,1,DE000A0Z2ZZ5,2020-12-01
913,63,4,1253.0,0,0,217.0,350,1,DE000LS8H5Z4,2020-12-01
914,3,2,830.0,0,0,480.0,1750,1,DE000LS8FR83,2020-12-01
915,3429,344,4637630.14,0,0,4059.2,20,1,US0378331005,2020-12-01
918,6,2,8738.35,0,0,8695.0,5,1,CA8676EP1086,2020-12-01
920,1,1,9103.5,0,0,9103.5,150,1,IE00B3F81G20,2020-12-01
922,28,9,466326.62,0,0,3067.28,1,1,IE00B52MJY50,2020-12-01
923,4,2,31255.23,0,0,29664.75,8,1,LU1650490474,2020-12-01
925,1,1,22036.0,0,0,22036.0,700,1,JP3788600009,2020-12-01
927,31,1,185.0,0,0,185.0,1,1,DE000LS8M4F2,2020-12-01
929,1422,120,1853439.06,0,0,3602.0,60,1,US5949181045,2020-12-01
930,35,1,987.325,0,0,987.325,1,1,DE0008476524,2020-12-01
932,1,1,134.1,0,0,134.1,30,1,DE000LS61PK3,2020-12-01
935,39,2,5626.869,0,0,4154.4,100,1,IE00B43HR379,2020-12-01
936,1,1,2376.0,0,0,2376.0,300,1,DE000LS00Q07,2020-12-01
937,1,1,619.2,0,0,619.2,10,1,LU1437017350,2020-12-01
938,16,4,4172.0,0,0,1592.0,800,1,DE000LS8N7J6,2020-12-01
939,20,4,28646.0,0,0,11050.0,3,1,DE0006292030,2020-12-01
941,2,1,1591.92,0,0,1591.92,173,1,LU0292109690,2020-12-01
942,1,1,6020.28,0,0,6020.28,42,1,LU1650491795,2020-12-01
944,2,1,48.0,0,0,48.0,3000,1,AU000000EMH5,2020-12-01
945,205,2,6458.835,0,0,6271.5,311,1,IE00B3Y8D011,2020-12-01
947,23,6,230858.066,0,0,14017.25,50,1,IE00B4ND3602,2020-12-01
948,8,2,965.25,0,0,499.5,1,1,DE000LS76HK8,2020-12-01
950,61,2,20873.92,0,0,20590.0,300,1,US4062161017,2020-12-01
951,28,4,6107.5,0,0,1998.0,1,1,US3927091013,2020-12-01
953,9,8,32004.0,0,0,4425.0,1500,1,DE000LS8N7G2,2020-12-01
955,26,2,1600.0,0,0,1496.98,4,1,LU0322252502,2020-12-01
956,21,1,9516.8,0,0,9516.8,320,1,GR0138014809,2020-12-01
957,4,1,415.8,0,0,415.8,110,1,DE000LS79QU2,2020-12-01
958,535,13,29540.0,0,0,680.0,7000,1,NO0010196140,2020-12-01
959,1,1,654.72,0,0,654.72,4,1,DE000LS9EHH7,2020-12-01
960,1,1,154.0,0,0,154.0,100,1,DE000LS8HX91,2020-12-01
961,5,3,16240.0,0,0,6160.0,11,1,DE0006292006,2020-12-01
962,28,4,7867.6,0,0,783.0,100,1,IE00B9MRJJ36,2020-12-01
963,407,41,209048.006,0,0,2371.2,100,1,DE000BFB0019,2020-12-01
965,40,8,5465.08,0,0,435.12,5000,1,DE000LS76HL6,2020-12-01
966,6,1,10035.8,0,0,10035.8,3610,1,US64107N2062,2020-12-01
967,8,4,6023.69,0,0,1515.0,500,1,DE000LS8N7H0,2020-12-01
969,36,9,89876.4,0,0,4599.0,10,1,FR0000120321,2020-12-01
971,27,1,2620.0,0,0,2620.0,100,1,DE000A2E4L00,2020-12-01
973,28,1,357.42,0,0,357.42,1,1,DE000LS8H5V3,2020-12-01
977,20,4,1662.65,0,0,466.0,1500,1,AU000000RSG6,2020-12-01
978,10,6,6892.05,0,0,795.5,2200,1,DE000LS8M4B1,2020-12-01
979,13,2,3068.0,0,0,1888.0,10,1,US36197T1034,2020-12-01
980,13,13,1920.5,0,0,79.504,8,1,LU1324516050,2020-12-01
981,47,9,91421.66,0,0,3077.4,25,1,US86771W1053,2020-12-01
982,19,1,102.0,0,0,102.0,1200,1,DE000LS8G2P3,2020-12-01
983,5,4,6570.0,0,0,2250.0,7500,1,DE000LS8HX75,2020-12-01
984,11,2,7297.5,0,0,6255.0,200,1,US59503A2042,2020-12-01
985,10,1,5662.0,0,0,5662.0,60,1,JP3893600001,2020-12-01
987,72,12,32991.097,0,0,1713.894,10,1,CH0454664001,2020-12-01
990,5,1,2390.0,0,0,2390.0,50,1,US98850P1093,2020-12-01
991,5,1,361.1,0,0,361.1,230,1,DE000LS64Z17,2020-12-01
992,12,2,4358.37,0,0,3908.45,100,1,IE00B14X4S71,2020-12-01
993,5,2,491.0,0,0,418.0,100,1,DE000LS76HJ0,2020-12-01
994,173,17,43546.0,0,0,1024.95,17,1,IE00BGBN6P67,2020-12-01
996,29,1,479.4,0,0,479.4,1,1,JP3820000002,2020-12-01
997,546,49,284671.6,0,0,3340.8,1,1,CH0012032113,2020-12-01
998,5,2,3319.545,0,0,2716.335,1010,1,LU1829219556,2020-12-01
999,13,2,15428.72,0,0,14480.0,134,1,US68620A2033,2020-12-01
1001,19,9,21434.8,0,0,2208.0,80,1,DE000A289VV1,2020-12-01
1003,1,1,17000.0,0,0,17000.0,20000,1,DE000LS79R51,2020-12-01
1004,4,1,471.78,0,0,471.78,379,1,IE00B8KGV557,2020-12-01
1005,4,1,2145.6,0,0,2145.6,16,1,DE000LS9PYF2,2020-12-01
1009,9,1,452.0,0,0,452.0,25,1,DE000BFB0027,2020-12-01
1010,6,1,22120.84,0,0,22120.84,1,1,DE000LS9KZW5,2020-12-01
1014,3,2,1425.0,0,0,1200.0,10000,1,DE000LS8LT18,2020-12-01
1016,1,1,604.0,0,0,604.0,200,1,DE000LS76HX1,2020-12-01
1017,1,1,368430.0,0,0,368430.0,3000,1,XS0875797515,2020-12-01
1018,2,2,24640.0,0,0,12480.0,1000,1,DE000LS8N7S7,2020-12-01
1022,24,2,3113.0,0,0,2023.0,200,1,DE000LS71JK5,2020-12-01
1023,3,1,2955.0,0,0,2955.0,300,1,US7194051022,2020-12-01
1025,4,2,3915.0,0,0,3480.0,250,1,DE000LS62BR6,2020-12-01
1026,1,1,15600.0,0,0,15600.0,20000,1,DE000LS70GH9,2020-12-01
1027,6,2,2533.314,0,0,2478.84,1,1,IE00BJ5JP329,2020-12-01
1028,16,3,8343.425,0,0,2228.5,50,1,DE000ETFL508,2020-12-01
