,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,date
0,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,2022-01-03
1003,US9229087690,3,4,15889.70,0,0,2279.30,,1,2022-01-04
1004,DE000TT3R807,3,3,1395.28,0,0,490.56,,1,2022-01-04
1005,DE000TT3R8C1,1,1,594.09,0,0,,,1,2022-01-04
1006,DE000TT3R9J4,1,1,149.92,0,0,,,1,2022-01-04
1007,DE000TT3RDX9,1,0,0,0,0,,,1,2022-01-04
1008,DE000TT3RJ02,1,1,771.00,0,0,,,1,2022-01-04
1009,DE000TT3S7E8,2,1,254.93,1,0,,,1,2022-01-04
1010,BE0003874915,4,2,2644.30,2,0,1322.15,,1,2022-01-04
1011,BMG0450A1053,2,2,561.40,0,0,280.70,,1,2022-01-04
1012,DE000A12BSB8,2,2,17040.00,0,0,8520.00,,1,2022-01-04
1013,FR0012419307,1,0,0,1,0,,,1,2022-01-04
1014,US3841091040,6,1,350.00,5,0,,,1,2022-01-04
1015,US3936571013,1,0,0,0,0,,,1,2022-01-04
1016,US4270965084,5,5,7031.55,0,0,742.80,,1,2022-01-04
1017,US8334451098,174,116,305156.90,60,0,553.15,,1,2022-01-04
1018,FR0010342592,289,84,431578.10,198,0,970.00,,1,2022-01-04
1019,GB00BJYDH287,5,3,1927.43,0,0,505.20,,1,2022-01-04
1020,IE00BF5DXP42,3,3,3232.31,0,0,146.90,,1,2022-01-04
1021,IE00BFXR5Q31,2,2,1517.41,0,0,758.70,,1,2022-01-04
1022,IE00BMY76136,2,2,364.98,0,0,182.49,,1,2022-01-04
1023,DE000TT3SZH3,2,1,500.28,0,0,,,1,2022-01-04
1024,US0070021086,1,0,0,0,0,,,1,2022-01-04
1025,US4858371085,1,0,0,1,0,,,1,2022-01-04
1026,CA0593592086,1,0,0,0,0,,,1,2022-01-04
1027,US2372661015,5,5,5771.74,0,0,311.90,,1,2022-01-04
1028,US8910921084,1,0,0,0,0,,,1,2022-01-04
1029,LU2090063673,3,1,188.91,1,0,,,1,2022-01-04
1030,US71531R1095,2,0,0,2,0,,,1,2022-01-04
1031,GB00BMTV7393,5,5,1992.52,0,0,278.76,,1,2022-01-04
1032,LU2023679090,72,58,98951.03,10,0,550.94,,1,2022-01-04
1033,DE000A254UR5,2,2,9668.46,0,0,4834.23,,1,2022-01-04
1034,DE000A289V03,7,2,2805.00,3,0,1402.50,,1,2022-01-04
1035,DE000A2YN504,50,16,21735.40,30,0,949.50,,1,2022-01-04
1036,US22041X1028,20,18,6666.78,0,0,284.59,,1,2022-01-04
1037,DE000TT3VC52,1,0,0,0,0,,,1,2022-01-04
1038,DE000TT3VC60,1,0,0,0,0,,,1,2022-01-04
1039,DE000TT4A5Q5,1,1,455.00,0,0,,,1,2022-01-04
1040,DE000TT4A5S1,1,0,0,0,0,,,1,2022-01-04
1041,DE000TT4A5Y9,2,2,2244.22,0,0,1122.11,,1,2022-01-04
1042,CA0976922066,1,1,199.94,0,0,,,1,2022-01-04
1043,DE000TT4AQV9,1,0,0,1,0,,,1,2022-01-04
1044,CA1482391069,2,0,0,1,0,,,1,2022-01-04
1045,CA2548481043,2,1,50.53,1,0,,,1,2022-01-04
1046,DE000HAG0005,59,30,63852.74,21,1,530.31,,1,2022-01-04
1047,LU1650491795,3,3,10415.77,0,0,4981.18,,1,2022-01-04
1048,LU2082996898,2,2,5321.32,0,0,2660.66,,1,2022-01-04
1049,LU2082997193,1,1,327.04,0,0,,,1,2022-01-04
1050,SE0000862997,6,3,3436.62,2,0,505.77,,1,2022-01-04
1051,SE0013647385,41,31,19338.02,10,0,277.40,,1,2022-01-04
1052,US29667K3068,8,7,1351.56,1,0,199.52,,1,2022-01-04
1053,DE000ENER6Y0,558,270,568953.17,258,0,980.72,,1,2022-01-04
1054,US91332U1016,91,72,38861.00,19,0,349.50,,1,2022-01-04
1055,DE000TT4D5X8,1,1,1154.30,0,0,,,1,2022-01-04
1056,DE000TT3VSQ3,1,0,0,0,0,,,1,2022-01-04
1057,DE000TT4CNN9,1,0,0,0,0,,,1,2022-01-04
1058,DE000TT4CPN4,1,0,0,0,0,,,1,2022-01-04
1059,DE000TT4E043,1,1,252.00,0,0,,,1,2022-01-04
1060,DE000TT4E6S5,2,1,1533.00,1,0,,,1,2022-01-04
1061,AU0000071482,35,18,18266.10,16,0,331.75,,1,2022-01-04
1062,BMG864081044,3,2,44809.50,0,0,22404.75,,1,2022-01-04
1063,FI4000074984,3,4,9870.41,0,0,1055.88,,1,2022-01-04
1064,LU2109787049,1,1,206.76,0,0,,,1,2022-01-04
1065,SE0005877560,1,1,0.91,0,0,,,1,2022-01-04
1066,US7547301090,2,2,568.50,0,0,284.25,,1,2022-01-04
1067,US98379L1008,2,1,799.50,1,0,,,1,2022-01-04
1068,US69608A1088,768,380,467501.99,357,0,495.93,,1,2022-01-04
1069,DE000TT4FH98,2,1,1540.00,0,0,,,1,2022-01-04
1070,IT0005176406,1,1,572.88,0,0,,,1,2022-01-04
1071,US58506Q1094,11,10,18924.00,1,0,366.00,,1,2022-01-04
1072,US88338N1072,15,10,4830.68,5,0,419.00,,1,2022-01-04
1073,DE000TT4G618,1,0,0,0,0,,,1,2022-01-04
1074,DE000TT4H236,1,1,253.34,0,0,,,1,2022-01-04
1075,DE000TT4H0A3,1,0,0,0,0,,,1,2022-01-04
1076,DE000TT4H7A8,1,1,301.53,0,0,,,1,2022-01-04
1077,DE000TT4HAM7,3,1,7446.00,0,0,,,1,2022-01-04
1078,DE000TT4H004,1,1,653.50,0,0,,,1,2022-01-04
1079,BMG455841020,2,0,0,2,0,,,1,2022-01-04
1080,FR0013154002,26,16,18096.00,12,0,919.90,,1,2022-01-04
1081,US5381461012,1,1,981.75,0,0,,,1,2022-01-04
1082,US92259F1012,4,3,4904.04,1,0,351.71,,1,2022-01-04
1083,DE000HR25PY9,1,1,555.00,0,0,,,1,2022-01-04
1084,IE00BKKCKJ46,2,2,569.82,0,0,284.91,,1,2022-01-04
1085,IE00BKPTXQ89,5,5,2613.92,0,0,220.89,,1,2022-01-04
1086,IE00BLDGH447,2,2,68.20,0,0,34.10,,1,2022-01-04
1087,IE00BLDGH553,2,2,17231.93,0,0,8615.97,,1,2022-01-04
1088,NO0003055501,6,5,1678.74,0,0,287.40,,1,2022-01-04
1089,US1488061029,1,1,1050.00,0,0,,,1,2022-01-04
1090,US3765491010,4,3,1066.20,0,0,279.00,,1,2022-01-04
1091,US5380341090,4,3,2316.75,1,0,1093.50,,1,2022-01-04
1092,US9892071054,6,5,3072.20,1,0,514.80,,1,2022-01-04
1093,DE000TT4JEA0,1,0,0,0,0,,,1,2022-01-04
1094,DE000HR26NJ3,1,1,297.60,0,0,,,1,2022-01-04
1095,DE000HR26QW9,1,1,676.00,0,0,,,1,2022-01-04
1096,CA1520061021,1,0,0,0,0,,,1,2022-01-04
1097,CA30227V1058,1,1,301.50,0,0,,,1,2022-01-04
1098,CA7063271034,16,13,15854.82,3,0,901.73,,1,2022-01-04
1099,DE0007551509,10,1,534.00,3,0,,,1,2022-01-04
1100,DE000A254RV3,1,1,8002.00,0,0,,,1,2022-01-04
1101,DE000A254TZ0,2,0,0,1,0,,,1,2022-01-04
1102,DE000A289R74,3,3,7053.00,0,0,2013.00,,1,2022-01-04
1103,DE000A289R82,1,0,0,0,0,,,1,2022-01-04
1104,MHY2065G1219,7,2,514.34,5,0,257.17,,1,2022-01-04
1105,US00770K2024,5,3,855.10,2,0,372.90,,1,2022-01-04
1106,US23804L1035,91,37,23555.96,46,0,536.16,,1,2022-01-04
1107,US87968A1043,2,2,737.10,0,0,368.55,,1,2022-01-04
1108,ZAE000012084,3,1,290.00,2,0,,,1,2022-01-04
1109,DE000TT4KDN3,1,0,0,0,0,,,1,2022-01-04
1110,DE000TT4KDS2,1,0,0,0,0,,,1,2022-01-04
1111,DE000TT4KDT0,1,0,0,0,0,,,1,2022-01-04
1112,DE000HR27PB3,1,1,2570.00,0,1,,,1,2022-01-04
1113,IE00BF16M727,15,13,17717.45,2,0,290.00,,1,2022-01-04
1114,IE00BFD2H405,3,4,4451.43,0,0,1183.64,,1,2022-01-04
1115,KYG6096M1069,1,1,65.76,0,0,,,1,2022-01-04
1116,NO0010815673,1,2,716.11,0,0,358.06,,1,2022-01-04
1117,DE000TT4LA63,2,2,524.86,0,0,262.43,,1,2022-01-04
1118,DE000TT4LBW6,1,1,323.20,0,0,,,1,2022-01-04
1119,CA4196211078,5,2,654.31,2,0,327.15,,1,2022-01-04
1120,US30212W1009,7,6,3753.80,1,0,458.50,,1,2022-01-04
1121,US64026Q1085,2,2,1236.00,0,0,618.00,,1,2022-01-04
1122,LU1706106447,1,2,30848.10,0,0,15424.05,,1,2022-01-04
1123,LU1974696418,1,1,38.07,0,0,,,1,2022-01-04
1124,LU2237380790,1,0,0,0,0,,,1,2022-01-04
1125,DE000TT4NSL9,1,0,0,1,0,,,1,2022-01-04
1126,GG00B28C2R28,2,2,525.60,0,0,262.80,,1,2022-01-04
1127,KYG7397A1067,17,9,4010.68,3,0,25.92,,1,2022-01-04
1128,US0893021032,1,1,1022.40,0,0,,,1,2022-01-04
1129,DE000HR2HNF4,1,0,0,0,0,,,1,2022-01-04
1130,DE000HR2J125,1,1,507.00,0,0,,,1,2022-01-04
1131,DE000HR2J8B3,1,1,305.00,0,0,,,1,2022-01-04
1132,CA05591K1093,6,0,0,6,0,,,1,2022-01-04
1133,DE000ETFL557,3,3,2063.78,0,0,399.60,,1,2022-01-04
1134,DE000ETFL573,8,7,35328.71,1,0,273.38,,1,2022-01-04
1135,IE00BFXR5V83,1,1,60.78,0,0,,,1,2022-01-04
1136,LU1953188833,3,3,1199.55,0,0,334.72,,1,2022-01-04
1137,LU2194447293,23,13,10266.77,9,0,526.75,,1,2022-01-04
1138,US23130Q1076,10,3,1928.75,7,0,672.00,,1,2022-01-04
1139,DE000HR2JSB8,9,8,2179.13,1,0,267.71,,1,2022-01-04
1140,DE000HR2JPE8,1,1,301.60,0,0,,,1,2022-01-04
1141,DE000A2QDNX9,62,43,42053.20,18,0,586.00,,1,2022-01-04
1142,DE000ETFL540,2,2,3065.95,0,0,1532.98,,1,2022-01-04
1143,DE000ETFL565,5,5,10202.64,0,0,880.77,,1,2022-01-04
1144,IE00BDF16114,4,3,2017.20,1,0,797.74,,1,2022-01-04
1145,IE00BFXR5T61,1,1,305.66,0,0,,,1,2022-01-04
1146,IE00BJ5CMD00,2,2,237.82,0,0,118.91,,1,2022-01-04
1147,IE00BKY55S33,1,1,126.63,0,0,,,1,2022-01-04
1148,IE00BKY58G26,3,2,353.78,0,0,176.89,,1,2022-01-04
1149,LU1859444769,1,1,258.14,0,0,,,1,2022-01-04
1150,LU2008763935,1,1,32.52,0,0,,,1,2022-01-04
1151,LU2198883410,10,10,13344.53,0,0,688.30,,1,2022-01-04
1152,DE000HR2K5S0,2,2,1039.20,0,0,519.60,,1,2022-01-04
1153,DE000HR2MH17,2,2,2362.50,0,0,1181.25,,1,2022-01-04
1154,GB00BJ62K685,1,1,16.95,0,0,,,1,2022-01-04
1155,US00851L1035,1,0,0,0,0,,,1,2022-01-04
1156,US00973N1028,11,1,505.75,10,0,,,1,2022-01-04
1157,US2435371073,1,1,2970.00,0,0,,,1,2022-01-04
1158,CA9004352071,1,1,257.58,0,0,,,1,2022-01-04
1159,IT0005425233,1,1,2788.50,0,0,,,1,2022-01-04
1160,DE000TT3X6V7,1,0,0,0,0,,,1,2022-01-04
1161,DE000TT3XHQ2,1,0,0,0,0,,,1,2022-01-04
1162,NO0010713936,11,5,15576.75,3,0,4884.00,,1,2022-01-04
1163,NO0010890304,68,37,27740.79,20,0,254.32,,1,2022-01-04
1164,NO0010890726,9,3,2146.31,4,0,612.80,,1,2022-01-04
1165,XS2249882064,1,1,1323.80,0,0,,,1,2022-01-04
1166,DE000TT3Y6G7,1,1,1821.00,0,0,,,1,2022-01-04
1167,DE000A3H2101,2,1,550.80,1,0,,,1,2022-01-04
1168,DE000TT3YDQ9,3,2,1040.00,1,0,520.00,,1,2022-01-04
1169,ES0105513008,1,1,506.28,0,0,,,1,2022-01-04
1170,LU2196470426,5,5,2543.10,0,0,481.32,,1,2022-01-04
1171,DE000HR2YJ60,1,0,0,0,0,,,1,2022-01-04
1172,MT0001770107,5,0,0,5,0,,,1,2022-01-04
1173,NL0013654809,6,2,1002.00,4,0,501.00,,1,2022-01-04
1174,SE0011973940,3,0,0,3,0,,,1,2022-01-04
1175,US0905722072,7,4,17890.00,3,0,3835.00,,1,2022-01-04
1176,US4219061086,3,1,318.00,1,0,,,1,2022-01-04
1177,DE000TT30B74,1,1,1282.00,0,0,,,1,2022-01-04
1178,DE000TT30BS2,1,1,427.35,0,0,,,1,2022-01-04
1179,DE000HR30HN9,1,1,1164.90,0,0,,,1,2022-01-04
1180,DE000HR30LZ5,3,1,9800.00,0,0,,,1,2022-01-04
1181,US74589A1016,2,2,32.60,0,0,16.30,,1,2022-01-04
1182,DE000TT311D2,6,3,1030.00,0,0,356.00,,1,2022-01-04
1183,DE000TT311F7,4,1,13320.00,3,0,,,1,2022-01-04
1184,DE000TT318R7,1,1,513.00,0,0,,,1,2022-01-04
1185,DE000HR345M7,1,1,259.70,0,0,,,1,2022-01-04
1186,DE000TT3YTW3,4,3,7336.00,1,0,2448.00,,1,2022-01-04
1187,DE000TT3Z123,1,1,1989.90,0,0,,,1,2022-01-04
1188,DE000TT3Z2E0,3,2,1999.20,1,0,999.60,,1,2022-01-04
1189,DE000TT3Z2H3,1,1,199.50,0,0,,,1,2022-01-04
1190,DE000HR34EL2,1,1,2489.40,0,0,,,1,2022-01-04
1191,DE000HR34DD1,1,2,2300.00,0,0,1150.00,,1,2022-01-04
1192,DE000HR35DW8,3,2,15940.00,0,0,7970.00,,1,2022-01-04
1193,DE000HR35FD3,2,1,2533.30,1,0,,,1,2022-01-04
1194,DE000HR35GY7,1,1,402.27,0,0,,,1,2022-01-04
1195,DE000HR35X12,1,1,530.40,0,0,,,1,2022-01-04
1196,DE000HR36F62,1,1,1173.20,0,0,,,1,2022-01-04
1197,DE000TT31UL5,1,1,2008.23,0,0,,,1,2022-01-04
1198,US13100M5094,3,2,2050.50,0,0,1025.25,,1,2022-01-04
1199,DE000HR37818,2,2,1032.32,0,0,516.16,,1,2022-01-04
1200,IE00BN92ZL31,1,1,10.18,0,0,,,1,2022-01-04
1201,IE00BYTRRB94,5,5,1677.46,0,0,204.36,,1,2022-01-04
1202,US16891Y1038,3,3,1729.58,0,0,726.00,,1,2022-01-04
1203,US20464U1007,3,4,5465.30,0,0,1032.50,,1,2022-01-04
1204,US3580541049,12,6,1803.60,5,0,286.00,,1,2022-01-04
1205,DE000HR9ZXE3,3,2,1412.38,0,0,706.19,,1,2022-01-04
1206,DE000HR9ZZN9,2,2,2373.00,0,0,1186.50,,1,2022-01-04
1207,DE000HB00620,3,2,4727.60,1,0,2363.80,,1,2022-01-04
1208,DE000HB009S4,2,3,4616.00,0,0,1696.00,,1,2022-01-04
1209,DE000HB00AA8,2,2,1350.00,0,0,675.00,,1,2022-01-04
1210,CA98420Q2071,3,1,503.88,1,0,,,1,2022-01-04
1211,CNE100000X85,1,1,187.25,0,0,,,1,2022-01-04
1212,IE00BYYR0489,11,9,14820.45,1,0,995.40,,1,2022-01-04
1213,KYG8904A1004,1,0,0,0,0,,,1,2022-01-04
1214,LU0533032776,1,1,528.90,0,0,,,1,2022-01-04
1215,LU0533033071,1,1,457.10,0,0,,,1,2022-01-04
1216,LU0533033741,1,0,0,0,0,,,1,2022-01-04
1217,DE000HB00FM2,1,1,269.67,0,0,,,1,2022-01-04
1218,DE000HB00Q36,1,1,298.87,0,0,,,1,2022-01-04
1219,DE000TT85DY0,2,0,0,1,0,,,1,2022-01-04
1220,DE000HB01UH9,1,0,0,0,0,,,1,2022-01-04
1221,DE000HB01Q76,1,1,1260.00,0,0,,,1,2022-01-04
1222,CA00775X1006,65,33,25175.28,23,0,549.36,,1,2022-01-04
1223,CA05476A1012,7,5,301.10,2,0,85.67,,1,2022-01-04
1224,CA45245E1097,1,0,0,0,0,,,1,2022-01-04
1225,FR0000033904,4,2,1945.60,2,0,972.80,,1,2022-01-04
1226,LU1135865084,4,2,1166.70,2,0,583.35,,1,2022-01-04
1227,LU1169822266,1,1,277.65,0,0,,,1,2022-01-04
1228,LU1184092051,2,2,224.40,0,0,112.20,,1,2022-01-04
1229,LU1327051279,6,5,609.76,1,0,39.20,,1,2022-01-04
1230,LU1437016204,2,2,3306.72,0,0,1653.36,,1,2022-01-04
1231,LU1437016972,6,5,13047.16,0,0,1019.00,,1,2022-01-04
1232,LU1437017350,1,0,0,1,0,,,1,2022-01-04
1233,MHY235921357,1,1,1989.00,0,0,,,1,2022-01-04
1234,US33749P1012,1,0,0,0,0,,,1,2022-01-04
1235,US42341P1049,1,2,288.59,0,0,144.30,,1,2022-01-04
1236,DE000HB02EJ7,1,1,362.00,0,0,,,1,2022-01-04
1237,DE000HB02EK5,1,1,711.00,0,0,,,1,2022-01-04
1238,DE000TT88CV2,1,1,750.00,0,0,,,1,2022-01-04
1239,DE000HB02M53,3,1,335.00,2,0,,,1,2022-01-04
1240,AU000000SYA5,7,2,44.95,3,0,22.48,,1,2022-01-04
1241,LU1452600197,1,1,16856.00,0,0,,,1,2022-01-04
1242,US0043971052,1,1,445.20,0,0,,,1,2022-01-04
1243,US0401261047,2,0,0,2,0,,,1,2022-01-04
1244,US3793782018,15,8,6032.58,5,0,624.88,,1,2022-01-04
1245,US8305661055,2,2,1473.48,0,0,736.74,,1,2022-01-04
1246,DE000TT80272,8,2,3100.00,6,0,1550.00,,1,2022-01-04
1247,DE000HB02QN3,3,2,515.63,1,0,257.81,,1,2022-01-04
1248,DE000HB02RQ4,1,1,701.76,0,0,,,1,2022-01-04
1249,DE000HB02SY6,1,1,2000.70,0,0,,,1,2022-01-04
1250,DE000GX22BF5,1,1,308.00,0,0,,,1,2022-01-04
1251,DE000GX22HU1,1,0,0,1,0,,,1,2022-01-04
1252,DE000TT809Z8,1,1,689.49,0,0,,,1,2022-01-04
1253,DE000TT80D14,2,2,713.54,0,0,356.77,,1,2022-01-04
1254,DE000HB03699,2,1,2275.00,1,0,,,1,2022-01-04
1255,DE000HB036L2,1,1,317.13,0,0,,,1,2022-01-04
1256,DE000HB03780,6,3,835.74,2,0,262.50,,1,2022-01-04
1257,DE000HB037R7,1,0,0,1,0,,,1,2022-01-04
1258,DE000HB038Q7,1,1,253.38,0,0,,,1,2022-01-04
1259,DE000HB039P7,1,1,874.00,0,0,,,1,2022-01-04
1260,DE000GX23TH1,1,0,0,0,0,,,1,2022-01-04
1261,DE0007760001,2,0,0,2,0,,,1,2022-01-04
1262,LU1681042518,1,1,509.90,0,0,,,1,2022-01-04
1263,LU1681045610,3,2,2451.15,1,0,1225.58,,1,2022-01-04
1264,LU2300295123,4,4,4255.81,0,0,945.28,,1,2022-01-04
1265,US63938C1080,1,0,0,0,0,,,1,2022-01-04
1266,DE000HB03AL9,1,1,252.00,0,0,,,1,2022-01-04
1267,DE000TT89B66,2,2,762.17,0,0,381.09,,1,2022-01-04
1268,DE000TT89DF1,3,2,2032.48,0,0,1016.24,,1,2022-01-04
1269,DE000GX25JD6,1,1,370.00,0,0,,,1,2022-01-04
1270,DE000GX25VJ8,2,2,1243.20,0,0,621.60,,1,2022-01-04
1271,DE000HB04143,1,2,1007.10,0,0,503.55,,1,2022-01-04
1272,DE000GX25AS3,2,2,1479.19,0,0,739.60,,1,2022-01-04
1273,DE000HB04CC2,1,1,168.00,0,0,,,1,2022-01-04
1274,DE000HB04CE8,4,1,49.00,1,0,,,1,2022-01-04
1275,DE000HB04F35,1,1,943.80,0,0,,,1,2022-01-04
1276,DE000HB04H33,4,3,1872.03,1,0,615.75,,1,2022-01-04
1277,DE000HB04HG2,1,1,993.75,0,0,,,1,2022-01-04
1278,DE000HB04LM2,2,2,2003.85,0,0,1001.92,,1,2022-01-04
1279,DE000HB04QP4,1,1,500.32,0,0,,,1,2022-01-04
1280,DE000HB04RE6,1,1,516.00,0,0,,,1,2022-01-04
1281,DE000GX26A88,1,1,288.00,0,0,,,1,2022-01-04
1282,DE000GX26BN0,1,1,181.30,0,0,,,1,2022-01-04
1283,FR0014004L86,6,1,301.32,4,0,,,1,2022-01-04
1284,LU1708330235,1,1,105.20,0,0,,,1,2022-01-04
1285,LU1812091350,1,1,20.66,0,0,,,1,2022-01-04
1286,LU1829220133,3,3,4442.60,0,0,1390.50,,1,2022-01-04
1287,LU1974693662,2,2,57.62,0,0,28.81,,1,2022-01-04
1288,LU2056738490,1,1,66.49,0,0,,,1,2022-01-04
1289,SE0016828511,48,31,18011.17,19,0,371.48,,1,2022-01-04
1290,XS2378483494,1,0,0,0,0,,,1,2022-01-04
1291,DE000HB05U68,1,1,653.20,0,0,,,1,2022-01-04
1292,DE000HB05UB3,1,1,1170.00,0,0,,,1,2022-01-04
1293,DE000HB05W58,2,2,1007.30,0,0,503.65,,1,2022-01-04
1294,DE000HB065J5,1,0,0,0,0,,,1,2022-01-04
1295,DE000HB067P8,3,3,2242.85,0,0,850.00,,1,2022-01-04
1296,DE000HB074P4,2,2,569.67,0,0,284.84,,1,2022-01-04
1297,DE000GX28031,1,1,282.50,0,0,,,1,2022-01-04
1298,DE000GX27XX1,1,1,449.60,0,0,,,1,2022-01-04
1299,DE000GX28KL1,1,0,0,1,0,,,1,2022-01-04
1300,DE000A3GSUD3,18,15,8032.27,3,0,493.38,,1,2022-01-04
1301,LU2059756598,2,2,333.58,0,0,166.79,,1,2022-01-04
1302,LU2059756754,4,4,576.48,0,0,156.79,,1,2022-01-04
1303,LU2098887263,3,2,145.06,1,0,72.53,,1,2022-01-04
1304,NL0009272749,1,1,164.02,0,0,,,1,2022-01-04
1305,NL0009272756,2,2,543.00,0,0,271.50,,1,2022-01-04
1306,DE000HB07BA1,1,1,599.04,0,0,,,1,2022-01-04
1307,DE000HB07F24,1,1,3340.00,0,0,,,1,2022-01-04
1308,DE000TT8QBC8,1,0,0,1,0,,,1,2022-01-04
1309,DE000TT8QC05,1,0,0,0,0,,,1,2022-01-04
1310,DE000TT8QG19,1,0,0,0,0,,,1,2022-01-04
1311,DE000TT8QG76,1,1,706.84,0,0,,,1,2022-01-04
1312,DE000TT8QGU9,1,0,0,0,0,,,1,2022-01-04
1313,DE000TT8QGW5,7,0,0,7,0,,,1,2022-01-04
1314,DE000TT8QGX3,1,0,0,1,0,,,1,2022-01-04
1315,DE000TT8QH26,3,0,0,3,0,,,1,2022-01-04
1316,DE000TT8QLM6,1,1,1100.00,0,0,,,1,2022-01-04
1317,DE000TT8QLV7,1,1,876.00,0,0,,,1,2022-01-04
1318,DE000TT8YND5,2,1,852.00,1,0,,,1,2022-01-04
1319,DE000TT8YPP4,1,1,426.58,0,0,,,1,2022-01-04
1320,DE000GX29FG9,2,1,393.00,1,0,,,1,2022-01-04
1321,DE000HB07U33,2,0,0,1,0,,,1,2022-01-04
1322,DE000HB07VW3,5,3,5727.00,1,0,1547.00,,1,2022-01-04
1323,DE000HB07YN6,1,1,5360.64,0,0,,,1,2022-01-04
1324,DE000GX29YG0,1,1,507.42,0,0,,,1,2022-01-04
1325,DE000A3CNGM3,45,35,61019.19,5,0,918.94,,1,2022-01-04
1326,US41135Q1040,3,1,153.00,2,0,,,1,2022-01-04
1327,DE000HB083B5,1,1,1190.00,0,0,,,1,2022-01-04
1328,DE000HB087Y8,1,1,657.58,0,0,,,1,2022-01-04
1329,DE000HB08N07,2,2,723.22,0,0,361.61,,1,2022-01-04
1330,DE000TT89XJ1,1,1,672.42,0,0,,,1,2022-01-04
1331,DE000TT8YZG2,2,0,0,1,0,,,1,2022-01-04
1332,DE000TT8YZH0,2,1,1132.00,1,0,,,1,2022-01-04
1333,DE000TT8Z601,1,1,286.00,0,0,,,1,2022-01-04
1334,DE000HB08U65,1,0,0,0,0,,,1,2022-01-04
1335,DE000HB08XA3,1,1,2240.00,0,0,,,1,2022-01-04
1336,DE000HB08XJ4,2,2,1009.20,0,0,504.60,,1,2022-01-04
1337,DE000HB08UU7,2,2,899.64,0,0,449.82,,1,2022-01-04
1338,DE000HB08ZW2,2,2,674.37,0,0,337.19,,1,2022-01-04
1339,DE000GX2C354,1,0,0,0,0,,,1,2022-01-04
1340,CA0901871057,2,0,0,2,0,,,1,2022-01-04
1341,CA09353K1093,21,13,6522.46,7,0,255.20,,1,2022-01-04
1342,CA24689E1079,1,0,0,0,0,,,1,2022-01-04
1343,US65540B1052,2,2,797.50,0,0,398.75,,1,2022-01-04
1344,DE000HB091C6,1,1,1295.00,0,0,,,1,2022-01-04
1345,DE000TT8ZL29,1,1,1001.25,0,0,,,1,2022-01-04
1346,DE000TT8ZMS2,2,2,1346.95,0,0,673.48,,1,2022-01-04
1347,DE000TT8ZFS6,1,1,599.02,0,0,,,1,2022-01-04
1348,DE000TT8ZHZ7,1,1,141.00,0,0,,,1,2022-01-04
1349,DE000TT8ZJV2,1,1,298.96,0,0,,,1,2022-01-04
1350,DE000HB09LA6,1,1,4849.50,0,0,,,1,2022-01-04
1351,DE000HB09LX8,1,1,519.92,0,0,,,1,2022-01-04
1352,DE000HB09M07,3,2,2219.50,1,0,1109.75,,1,2022-01-04
1353,DE000HB09M80,1,1,286.80,0,0,,,1,2022-01-04
1354,DE000HB09MB2,6,5,6630.00,1,1,1053.00,,1,2022-01-04
1355,CA6513461088,1,0,0,1,0,,,1,2022-01-04
1356,CA8277331069,6,2,1545.00,4,0,772.50,,1,2022-01-04
1357,DE000A2G8ZX8,6,1,7462.50,2,0,,,1,2022-01-04
1358,DE000TT9A3B7,1,1,958.10,0,0,,,1,2022-01-04
1359,DE000TT9A404,1,1,2399.40,0,0,,,1,2022-01-04
1360,DE000TT9A8A8,1,1,264.00,0,0,,,1,2022-01-04
1361,DE000TT9A8K7,4,4,8988.36,0,0,2520.18,,1,2022-01-04
1362,DE000TT9ADR4,3,2,1684.50,1,0,842.25,,1,2022-01-04
1363,DE000GX2EY99,1,1,750.00,0,0,,,1,2022-01-04
1364,DE000GX2EZD3,2,1,1214.08,1,0,,,1,2022-01-04
1365,DE000GX2F910,1,1,2254.50,0,0,,,1,2022-01-04
1366,DE000GX2FAH4,1,1,502.86,0,0,,,1,2022-01-04
1367,DE000GX2FCB3,1,1,421.68,0,0,,,1,2022-01-04
1368,DE000GX2FCV1,1,1,151.96,0,0,,,1,2022-01-04
1369,DE000GX2FG58,5,3,1090.54,2,0,331.54,,1,2022-01-04
1370,CH1109575535,9,7,5278.72,0,0,282.57,,1,2022-01-04
1371,CH1114873776,14,10,11370.91,4,0,933.98,,1,2022-01-04
1372,DE000A3GSUC5,12,11,4914.75,1,0,293.49,,1,2022-01-04
1373,DE000A3GSUE1,5,5,1076.06,0,0,115.27,,1,2022-01-04
1374,US9778521024,17,11,8500.00,6,0,550.00,,1,2022-01-04
1375,DE000GX2FYF8,2,2,1878.60,0,0,939.30,,1,2022-01-04
1376,DE000TT9AFA5,1,1,754.00,0,0,,,1,2022-01-04
1377,DE000TT9ANV5,1,0,0,0,0,,,1,2022-01-04
1378,DE000HB0ASS3,1,0,0,0,0,,,1,2022-01-04
1379,DE000GX2G3D3,11,7,116580.00,4,0,11755.00,,1,2022-01-04
1380,CA97818W1077,26,14,9047.63,11,0,343.37,,1,2022-01-04
